datetime,id,message
"13/05/2021, 09:36",Prajwal,<Media omitted>
"13/05/2021, 09:36",Prajwal,Here it is..
"13/05/2021, 14:07",Ankit,👍👍👍
"13/05/2021, 14:58",Dil,Are u fresher
"13/05/2021, 16:37",Gita,<Media omitted>
"13/05/2021, 16:38",Nagaraju,What is f(X) that you have defined
"13/05/2021, 16:41",Gita,i hvae not defined any thing
"13/05/2021, 16:41",Nagaraju,Restart your kernel and try
"13/05/2021, 16:41",Gita,ok
"13/05/2021, 16:42",Nagaraju,It would have stored your function
"13/05/2021, 16:42",Gita,after kernal refeshment i got it thank you
"13/05/2021, 16:42",Nagaraju,:)
"13/05/2021, 17:26",Sherya,<Media omitted>
"13/05/2021, 17:27",Sherya,<Media omitted>
"13/05/2021, 17:27",Sherya,Can someone please confirm if this was the output for Assignment 8 task A: Behaviour of linear models
"13/05/2021, 17:34",Suyash,Yes
"13/05/2021, 17:35",Sherya,Thankyou
"13/05/2021, 20:37",Aadesh,Yes
"13/05/2021, 22:54",Mahendra,Yes
"13/05/2021, 22:54",Sherya,👍🏾
"14/05/2021, 15:42",Pranjal,Hi guys ... Has anyone completed Assignment 11 : Applying DT on Donors Choose ... Need a little help
"14/05/2021, 17:28",Murat,Does AAIC have a mobile app?
"14/05/2021, 17:41",Namita,Do AAIC have app🤔
"14/05/2021, 17:45",Himanshu,No..I guess
"14/05/2021, 19:52",Raju,But the website does work on mobile fairly well
"14/05/2021, 19:54",Rohit,"No, it shows lag when video played at 1.5/2x speed"
"14/05/2021, 20:17",Param,i have completed 2 modules in 45 days ...am i going slow?
"14/05/2021, 20:17",Param,😥
"14/05/2021, 20:29",Sherya,First 2 modules were easy. Next modules will be tougher and you will have to work extra hours every day
"14/05/2021, 20:31",Param,sure
"15/05/2021, 09:54",Silam,I have gone through this document found
"15/05/2021, 09:54",Silam,But its plane stochastic gradient
"15/05/2021, 09:55",Silam,Hello any one know how to use logistic regression with optimization stochastic gradient descent
"15/05/2021, 09:58",Silam,Or SGDClassifier(loss='log') results in logistic regression
"15/05/2021, 09:58",Shyam,Make loss='log'
"15/05/2021, 09:58",Raghvendra,Yes
"15/05/2021, 09:59",Silam,Its mean after changing log loss its become logstic regession?
"15/05/2021, 09:59",Shyam,Yes
"15/05/2021, 09:59",Raghvendra,Correct
"15/05/2021, 10:00",Shyam,<Media omitted>
"15/05/2021, 10:00",Silam,Okay if we will take hing it will consider as svm with sgdclassifier
"15/05/2021, 10:01",Shyam,Yes
"15/05/2021, 10:01",Silam,Okay thanx nimisha
"15/05/2021, 10:01",Shyam,✌🏼
"15/05/2021, 10:01",Silam,Thanx bro
"15/05/2021, 10:01",Raghvendra,👍
"15/05/2021, 13:30",Om,<Media omitted>
"15/05/2021, 13:32",Nagaraju,Use trim for pid
"15/05/2021, 13:33",Nagaraju,See useful tip #2
"15/05/2021, 13:33",Nagaraju,<Media omitted>
"15/05/2021, 13:34",Om,ohh...my bad.. didn't really consider it...
"15/05/2021, 13:34",Nagaraju,No problem
"15/05/2021, 13:57",Dil,Started after long time
"15/05/2021, 13:57",Dil,Daily3hrs target
"15/05/2021, 13:58",Dil,Module1
"15/05/2021, 15:48",Abhimanyu,<Media omitted>
"15/05/2021, 15:59",Nagaraju,We cannot help if you don't show your code😅
"15/05/2021, 16:00",Abhimanyu,<Media omitted>
"15/05/2021, 16:04",Nagaraju,If key exists you need to use the current value and update it right?
"15/05/2021, 16:22",Aadesh,It would not be same
"15/05/2021, 17:08",Raghvendra,<Media omitted>
"15/05/2021, 17:27",Suyash,<Media omitted>
"15/05/2021, 17:28",Suyash,Can someone tell me what's wrong with the code ?
"15/05/2021, 18:18",Aadesh,Once Google the error. You might get close to the solution..
"15/05/2021, 18:19",Suyash,It is working with np.hstack but not scipy
"15/05/2021, 18:50",Aadesh,"In assignment 8E,"
"15/05/2021, 18:53",Sherya,xq should come from X_cv and xi should be your support vector
"15/05/2021, 18:53",Nitya,Apply np.reshape() first and then apply hstack
"15/05/2021, 18:54",Aadesh,Then alpha values=dual_coef_?
"15/05/2021, 18:54",Sherya,Yup
"15/05/2021, 18:54",Sherya,dual_coef_ = alphai * yi
"15/05/2021, 18:55",Aadesh,Okay.. let me try and work it out.. thanks!
"15/05/2021, 18:55",Aadesh,This will be computed  inside the decision function
"15/05/2021, 18:55",Aadesh,Along with kernel
"15/05/2021, 18:56",Sherya,"xq is your query point(should come from CV set), to compute output for xq you use sum(alphai*yi*k(xi,xq))"
"15/05/2021, 18:57",Sherya,alphai is zero for all non support vectors
"15/05/2021, 18:57",Sherya,I hope this helps
"15/05/2021, 18:58",Aadesh,Yes... Very helpful 👍
"15/05/2021, 19:01",Sherya,Cool
"16/05/2021, 12:53",Krishan,<Media omitted>
"16/05/2021, 13:16",Namita,R u performing one hot encoding ??
"16/05/2021, 13:16",Namita,Using sklearn??
"16/05/2021, 13:29",Krishan,"I just tried to convert a list of pair of integers (source_node, destination_node) (total records around 10Million) to a DataFrame."
"16/05/2021, 15:20",Silam,<Media omitted>
"16/05/2021, 15:21",Silam,How to plot hyper plan?
"16/05/2021, 15:29",Aadesh,Using the train data and it's output
"16/05/2021, 16:04",Silam,Is this code correct ?
"16/05/2021, 16:24",Abhi,<Media omitted>
"16/05/2021, 16:24",Priyanka,U can get detail about it in kaggle
"16/05/2021, 16:24",Priyanka,Just search haberman dataset kaggle
"16/05/2021, 19:38",Krishan,Hello Folks
"16/05/2021, 19:39",Nagaraju,For assignment you need to continue with featurized data set
"16/05/2021, 19:40",Nagaraju,It's just 2 features you need to add
"16/05/2021, 19:40",Nagaraju,Check the notebook once
"16/05/2021, 19:42",Krishan,"Oh, I was trying with whole dataset by doing featurization without skipping any records."
"16/05/2021, 19:43",Krishan,Thanks!👍
"16/05/2021, 19:45",Gita,"Age, operation year, axil nodes, status"
"16/05/2021, 19:45",Abhi,Got them tq
"16/05/2021, 20:01",Nagaraju,Yeah this will take too much time
"16/05/2021, 20:18",Krishan,👍
"16/05/2021, 20:40",Simran,Can we complete complete microsoft malware detection assignment in colaab?
"16/05/2021, 20:41",Simran,Google colab?
"16/05/2021, 21:39",Nav,Is there someone willing to take the interview prep course?
"16/05/2021, 21:39",Nav,We have 2 members we just need one more
"16/05/2021, 21:40",Nav,It'll cost around 7k
"16/05/2021, 22:04",Dil,Have u completed all the modules
"16/05/2021, 22:07",Nav,No
"16/05/2021, 22:15",Dil,Which module u r currently
"16/05/2021, 22:16",Shyam,Yes you can
"16/05/2021, 22:16",Sherya,How much time did it take?
"16/05/2021, 22:20",Shyam,Min 4-5 hrs for feature extraction from one kind of files ..
"16/05/2021, 22:31",Sachin,I am interested but not now
"17/05/2021, 04:26",Simran,Thank you
"17/05/2021, 08:14",Dil,Which module
"17/05/2021, 08:14",Dil,Which assignment
"17/05/2021, 08:27",Simran,16 microsoft malware detection
"17/05/2021, 14:54",Rohan,Hi in assignment 3 more than 50 words have same idf value then how to select top 50 words?
"17/05/2021, 14:55",Namita,Sort descending order slice till 50th index
"17/05/2021, 14:58",Rohan,"Okay but don't you think many solutions are possible, does it even matter if I randomly select any 50 of it"
"17/05/2021, 14:58",Raghvendra,In assignment 8E when I compute the decision function the values are different from the actual one as shown in screenshot .please help.
"17/05/2021, 14:58",Raghvendra,This message was deleted
"17/05/2021, 14:59",Raghvendra,<Media omitted>
"17/05/2021, 15:00",Namita,I guess they won't accept if you pick random 50
"17/05/2021, 15:01",Rohan,Okay thanks I will submit it that way then..😂
"17/05/2021, 15:08",Krishan,Hello Folks!
"17/05/2021, 15:13",Aadesh,How many values are 1 and how many are 0?
"17/05/2021, 15:17",Sherya,You have to find the output for all values of xq right? Then why are you indexing the first 10 values of Xcv?
"17/05/2021, 15:27",Raghvendra,My logic is failing somewhere so I am all as 1 's
"17/05/2021, 15:29",Raghvendra,for testing purpose I have taken only few points.
"17/05/2021, 15:32",Raghvendra,"Actually  I need to perform summation of alpha values and summation support vectors  for calculating the query point so I, missing  at that point."
"17/05/2021, 17:18",Dil,Anybody is working professional are there
"17/05/2021, 17:18",Dil,How u guys managing time
"17/05/2021, 17:25",Nitya,Yupe
"17/05/2021, 17:25",Nitya,Literally tough to manage time
"17/05/2021, 17:26",Murat,Yes tough to manage time
"17/05/2021, 17:29",Simran,It's not easy
"17/05/2021, 17:41",Raghvendra,I am also finding difficult  to manage
"17/05/2021, 17:59",Vandana,Yes exactly. I try to give 1 hr atleast daily. But feels like that wouldn't be enough
"17/05/2021, 18:01",Krishan,Yes Guys.
"17/05/2021, 18:02",Nitya,Not completed the entire course
"17/05/2021, 18:06",Murat,1 hour is only sufficient for the video lectures. Assignments need lot of time
"17/05/2021, 18:06",Nitya,How many assignment completed?
"17/05/2021, 18:07",Kirti,It literally takingbl hours
"17/05/2021, 18:09",Nagaraju,Anyone started DL assignments?
"17/05/2021, 18:09",Kirti,Just mandatory first 4 completed
"17/05/2021, 18:13",Nagaraju,Good
"17/05/2021, 18:14",Nitya,Yupe assignments are lengthy
"17/05/2021, 18:14",Murat,Only 1 assignment so far
"17/05/2021, 18:15",Kirti,One of my experienced shared that....In beginning it takes time to solve..later we can solve easily
"17/05/2021, 18:16",Kirti,Just a little hope
"17/05/2021, 18:34",Namita,No bro deep learning takes lot of time
"17/05/2021, 18:35",Kirti,"Really, m not there.."
"17/05/2021, 18:35",Namita,Yup just to train the models takes decades 😂
"17/05/2021, 18:36",Kirti,😂
"17/05/2021, 18:40",Priyanka,😂😂
"17/05/2021, 18:43",Nagaraju,You guys use colab or kaggle?
"17/05/2021, 18:43",Nagaraju,The first two assignments-
"17/05/2021, 18:44",Nagaraju,I wanted to complete them soon so I can get the first case study🙈
"17/05/2021, 18:44",Nagaraju,Any one did them
"17/05/2021, 18:44",Nagaraju,?
"17/05/2021, 18:54",Nitya,Backpropagation n callbacks doesn't take much time to train
"17/05/2021, 18:55",Krishan,How is kaggle?
"17/05/2021, 18:57",Nagaraju,I have only tried colab
"17/05/2021, 18:58",Nitya,Does GCP free version work for 3 months only ?
"17/05/2021, 18:59",Naveen,I think it provides you free usage for 300 $ worth  after that you need to pay
"17/05/2021, 19:01",Nitya,I guess either 300$ or 3 months
"17/05/2021, 19:03",Naveen,Yeah yeah
"17/05/2021, 19:22",Simran,Is it easy to configure gcp?
"17/05/2021, 19:23",Krishan,Yes. GCP provides free access for 3months with $300 credits on your account.
"17/05/2021, 19:24",Nitya,"Don’t worry guyz , as we progress ahead and we have developed the habit , it will not take that much time"
"17/05/2021, 19:24",Krishan,👍
"17/05/2021, 19:24",Simran,"Without GPU, deep learning takes lot of time"
"17/05/2021, 19:25",Sanjana,"Hi guys,one clarification ...are u guys following a method of going through the comments after each videos..as it take lot of time to go through...how important is that  or what's the best practice?"
"17/05/2021, 19:26",Nitya,The best practice that I do is to just check the top comment that most votes and then check some of its thread comments
"17/05/2021, 19:26",Murat,No there are 300 plus comments after each video. Just follow the first few maybe first 10 to 30 comments
"17/05/2021, 19:27",Kirti,Even though it  takes time. It's worthy
"17/05/2021, 19:27",Naveen,Just check if there is any edit for video from applied AI side . That's the only thing you need . If you feel you didn't understand something in video then go for comments and check if anyone has raised same question.
"17/05/2021, 19:27",Kirti,Some explain the topic more easier than in video
"17/05/2021, 19:27",Krishan,Where can we get GPUs?
"17/05/2021, 19:27",Krishan,In any online tool?
"17/05/2021, 19:28",Kirti,Hey guys I have the total course pdf.... Do u guys need?
"17/05/2021, 19:28",Naveen,It's available in website itself right
"17/05/2021, 19:29",Sanjana,Can you pls share
"17/05/2021, 19:30",Rohit,Please share
"17/05/2021, 19:31",Rohit,yes
"17/05/2021, 19:31",Simran,"In Google colab , we can use GPUs to perform our tasks"
"17/05/2021, 19:31",Simran,Sure👍
"17/05/2021, 19:31",Krishan,Thanks👍
"17/05/2021, 19:31",Kirti,This message was deleted
"17/05/2021, 19:31",Krishan,Yes
"17/05/2021, 19:32",Anmol,Yes please share
"17/05/2021, 19:32",Kirti,<Media omitted>
"17/05/2021, 19:32",Kirti,Here it is
"17/05/2021, 19:33",Anmol,For comments
"17/05/2021, 19:33",Krishan,Thanks👍
"17/05/2021, 19:34",Anmol,Thank you😃👍🏻
"17/05/2021, 19:34",Kirti,🙌🏻🙌🏻🙌🏻
"17/05/2021, 19:35",Sanjana,Thanks👍
"17/05/2021, 19:37",Naveen,Oh nice I thought you were telling about syllabus. Whoever gave you had put crazy efforts in creating this 😅 it would be  helpful for many people now
"17/05/2021, 19:38",Kirti,"Me too when I saw it,  my feeling was like am almost a data scientist😂"
"17/05/2021, 19:38",Naveen,Thanks 👍
"17/05/2021, 19:38",Naveen,😂😂
"17/05/2021, 19:39",Gita,😅
"17/05/2021, 19:39",Anushka,"Hey guys, any suggestions for someone who has just enrolled in the course in the past week (Background - B.Tech 6th sem student)?"
"17/05/2021, 19:40",Anushka,https://www.notion.so/Applied-Ai-a05a8b98b357405cbd7d12358014c365
"17/05/2021, 19:41",Abhi,Thanks 👍
"17/05/2021, 19:48",Rohit,THankss 👍
"17/05/2021, 19:48",Virat,Thankyou @919652638618
"17/05/2021, 19:50",Kirti,"Hey guys, no mention ❤️"
"17/05/2021, 19:52",Sherya,Ask for a schedule from AAIC and try to compete with the schedule and stay ahead of it. Complete the first 3 modules quickly atleast 1 month before schedule they are the easiest. Doing this will buy you extra time to solve lengthy assignments.
"17/05/2021, 19:53",Anushka,Thanks bro👍🏻
"17/05/2021, 19:54",Virat,I have also completed module 1 and module 2 in 2weeks...
"17/05/2021, 19:56",Sherya,Good job bro. Try to be consistent. I was in a similar situation like you but I lost consistency and I am currently lagging behind the schedule by 50 days.
"17/05/2021, 19:58",Virat,Hoping to not loss consistency...
"17/05/2021, 20:04",Dil,Mee too
"17/05/2021, 20:05",Simran,I suggest to read this small good book on developing habits -  *Atomic Habits by James Clear*
"17/05/2021, 20:10",Dil,What is step size=1 in SGD assignment?
"17/05/2021, 20:11",Virat,<Media omitted>
"17/05/2021, 20:11",Virat,Are you trying to say this book as I have send pdf in the group 👆🏻👆🏻@919900888116
"17/05/2021, 20:13",Simran,Yes. This is the book👍👌👌
"17/05/2021, 20:13",Virat,Okk... Will surely go through it...
"17/05/2021, 20:16",Prajwal,Thanks for sharing. This is a very good book
"17/05/2021, 20:26",Virat,👍👍
"17/05/2021, 21:46",Param,many many thanks dude🙀🙏🏻
"17/05/2021, 22:07",Raju,Thanks man literally half of the time was going into making notes
"17/05/2021, 22:16",Priya,"Thanks, mate and big thanks to the person who put in the hard work. 🙏"
"17/05/2021, 22:17",Aadesh,Thankyou
"17/05/2021, 22:19",Namita,Thanks bro
"18/05/2021, 08:34",Shruti,"Hello ,have anyone done "" recomendation system assignment"" ,how to solve last part of predicting ratings and finding rmse ,can some one share screenshot?"
"18/05/2021, 09:32",Priyanka,"I know every one having different roles here, some are students some working professionals, everyone having different pace of study and schedules, but what is common amongst us is finish this course efficiently and get some fruit out of it. Seeing the helps/suggestions/feedbacks from every members, It looks like purpose of this group is being served diligently. Thanks guys, it is really appreciable. Keep this flow going...🙏"
"18/05/2021, 10:00",Siddhesh,@919652638618 hi...
"18/05/2021, 10:01",Priyanka,Name written on the pdf
"18/05/2021, 10:01",Siddhesh,Okay
"18/05/2021, 10:02",Siddhesh,Karthik...
"18/05/2021, 10:04",Siddhesh,@919652638618
"18/05/2021, 10:04",Priyanka,This pdf was also appreciated Srikant  sir in his lecture videos
"18/05/2021, 10:05",Siddhesh,Oh... really...
"18/05/2021, 10:05",Priyanka,I don't remember exactly
"18/05/2021, 10:05",Priyanka,But it was in module 1
"18/05/2021, 10:05",Siddhesh,Ok...
"18/05/2021, 10:05",Siddhesh,Grt.. thanks
"18/05/2021, 10:06",Priyanka,In starting lectures i guess
"18/05/2021, 10:52",Nagaraju,Just build a simple model using those features to predict ratings
"18/05/2021, 10:52",Nagaraju,And show the rmse
"18/05/2021, 10:58",Shruti,I am getting errors can share screenshot or code?
"18/05/2021, 10:59",Nagaraju,I'll send it in a while
"18/05/2021, 11:00",Shruti,K
"18/05/2021, 11:03",Simran,Thank you very much Nithish
"18/05/2021, 15:09",Dil,https://link.medium.com/iDx1bYb8lgb
"18/05/2021, 18:49",Dil,"In SGD problem,I am getting predicted probability as 1 for one of the example,because of this logloss is failung simce log(1-1) is zero.haa any one faced this issue?"
"18/05/2021, 18:50",Priti,log(0) is not zero. It is -inf
"18/05/2021, 18:50",Dil,I mean it is failing for log(0)
"18/05/2021, 18:51",Dil,Since it is not defined
"18/05/2021, 18:52",Dil,"I am planning to replace predictions 0 and 1 with some other values like close to 0 and 1,Is it the right approach?"
"18/05/2021, 18:52",Priti,sounds right
"18/05/2021, 18:53",Dil,No one faced thisissue in SGD?
"18/05/2021, 18:54",Pranjal,I am also facing
"18/05/2021, 18:54",Pranjal,The same issue
"18/05/2021, 18:54",Pranjal,Fir me values are turning to nan
"18/05/2021, 22:03",Namita,Do anyone have idea about how to read 8GB csv file efficiently in less time?
"18/05/2021, 22:04",Aadesh,Use wget command
"18/05/2021, 22:04",Aadesh,It'll take pretty much less time compared to other methods
"18/05/2021, 22:04",Nav,Don't upload the dataset on your jupyter notebook
"18/05/2021, 22:04",Nav,Use wget yeah
"18/05/2021, 22:05",Nav,Curlwget
"18/05/2021, 22:05",Nav,You can find the tutorial on youtube
"18/05/2021, 22:05",Namita,The file is in my local system not on cloud so v can't go for curlwget
"18/05/2021, 22:07",Murat,Doesn't Google colab allow that much data?
"18/05/2021, 22:08",Murat,It  has around 15gb I guess for each account
"18/05/2021, 22:08",Nav,Have you tried using Dask?
"18/05/2021, 22:09",Nav,Still it would take time to load 8 gb
"18/05/2021, 22:09",Krishan,You could try on GCP.
"18/05/2021, 22:10",Murat,What is the volume of the data? I mean no.of records?
"18/05/2021, 22:10",Namita,around 3million rows
"18/05/2021, 22:10",Murat,Maybe you can put it on some columnar database
"18/05/2021, 22:11",Murat,Teradata
"18/05/2021, 22:11",Murat,Or something like that
"18/05/2021, 22:12",Pranjal,Try using simple with open
"18/05/2021, 22:12",Priya,Don't use pandas it will consume your RAM....instead write a script to read line by line using CSV module
"18/05/2021, 22:12",Murat,If you can split the data and populate as seperate tables and then use it with joins as per your requirement. More like an ETL
"18/05/2021, 22:13",Murat,Will clean unnecessary if any to certain extent
"18/05/2021, 22:13",Murat,But it's time consuming
"18/05/2021, 22:13",Simran,"If the data is in Google drive, use !gdown command in colab"
"18/05/2021, 22:13",Simran,It's very fast
"18/05/2021, 22:14",Namita,yeah problem is its in local system i am searching for a option not use cloud
"18/05/2021, 22:14",Simran,Ok
"18/05/2021, 22:16",Murat,Usually in companies 3 million records are easily handled in databases but you need to have enough disk space also
"18/05/2021, 22:17",Murat,That's why suggested database
"18/05/2021, 22:19",Namita,Yup trying for to create data base thx for responsponding
"18/05/2021, 22:23",Murat,Use a columnar database that will be extremely fast
"18/05/2021, 22:24",Murat,Because it will populate data column wise and throws the query results in seconds
"18/05/2021, 23:02",Namita,Found solution dask library worked
"19/05/2021, 11:48",Ankit,Hey guys
"19/05/2021, 19:12",Ashish,Hi guys. Is anyone working on Assignment 9 - DT on Donors Dataset. Is the 3d plot visible after executing the code in the given file -  3d_scatter_plot.ipynb?
"19/05/2021, 19:13",Namita,Check for magic line
"19/05/2021, 19:16",Ashish,I have added the
"19/05/2021, 19:17",Pranjal,You have to add a function which contains jsn
"19/05/2021, 19:17",Pranjal,*js
"19/05/2021, 19:17",Pranjal,Just google you will found the function
"19/05/2021, 19:19",Ashish,Okay. Thank you :)
"19/05/2021, 19:20",Sandesh,Or you can just use the confusion matrix. It was either a 3d plot or confusion matrix if I remember correctly ?
"19/05/2021, 19:21",Ashish,"Yes, it was either. I wanted to try out the 3d plot."
"19/05/2021, 19:21",Ashish,Thank you
"19/05/2021, 19:47",Suyash,Did it work ?
"19/05/2021, 19:47",Suyash,Please mention the code you've written to work . It didn't work for me either
"19/05/2021, 20:19",Ashish,"I am trying it out. Not sure if its because I am using google colab. If I get it, I will let you know"
"19/05/2021, 20:22",Suyash,Sure
"19/05/2021, 20:40",Pranjal,Try it out ... When you're done and if didn't worked out.. msg me I will help you... But first try it out yourself
"19/05/2021, 20:41",Ashish,"Sure, I will try it out. If I still don't get it, I'll approach you for help/guidance."
"19/05/2021, 20:41",Pranjal,Okay
"19/05/2021, 20:59",Aadesh,I tried using 3d plot.
"19/05/2021, 21:01",Ashish,Ooh okay
"19/05/2021, 21:10",Nagaraju,Anyone who's done backprop assignment
"19/05/2021, 21:10",Nagaraju,<Media omitted>
"19/05/2021, 21:11",Nagaraju,My grader is not passing because of one number being different
"19/05/2021, 21:11",Nagaraju,What can i do?
"19/05/2021, 21:42",Dil,When u started applied ai
"19/05/2021, 22:36",Nitya,U can modify value of grader function beyond  6 decimal point
"19/05/2021, 22:36",Nagaraju,Team won't say anythin?
"19/05/2021, 22:37",Nitya,I asked them for the same..they told me the solution
"19/05/2021, 22:38",Nitya,<Media omitted>
"19/05/2021, 22:41",Nagaraju,"Thanks a lot, ankit :)"
"19/05/2021, 22:58",Nitya,👍
"20/05/2021, 19:20",Nagaraju,Anyone completed malware assignment?
"20/05/2021, 20:01",Ranjit,This message was deleted
"20/05/2021, 20:01",Ranjit,+1
"20/05/2021, 20:01",Namita,i had done
"20/05/2021, 20:02",Namita,but on a local system
"20/05/2021, 20:16",Krishan,You were able to do featurization for bigram on byte files on local?
"20/05/2021, 20:17",Namita,6 hours 16GB ram i7 processor 1TB hard disk
"20/05/2021, 20:18",Sandesh,I am trying the malware detection as well. When trying to convert from .bytes to .txt it gets stuck and it says permission denied. Is anyone fscing this issue ?
"20/05/2021, 20:18",Nagaraju,Woah
"20/05/2021, 20:19",Krishan,Nice👍
"20/05/2021, 20:19",Nagaraju,But how tough is the assignment itself
"20/05/2021, 20:20",Namita,Computation is time consuming
"20/05/2021, 20:20",Krishan,"Yes. Actually, it is time consuming."
"20/05/2021, 20:21",Prajwal,My personal suggestion is to do malware assignment at the last..While doing that assignment I lost my consistency and get lost of frustration because of run time crashes..
"20/05/2021, 20:21",Namita,<Media omitted>
"20/05/2021, 20:21",Namita,<Media omitted>
"20/05/2021, 20:22",Namita,<Media omitted>
"20/05/2021, 20:22",Namita,<Media omitted>
"20/05/2021, 20:22",Namita,These are stats of tuffness
"20/05/2021, 20:22",Krishan,👍
"20/05/2021, 20:22",Krishan,👍
"20/05/2021, 20:23",Nagaraju,I think i will take this advice
"20/05/2021, 20:23",Nagaraju,Lots of people on slack also have problems with this one assignment!
"20/05/2021, 20:23",Namita,Keep that assignment at last if you at middle of course u vl get demotivated
"20/05/2021, 20:24",Priyanka,239 gb😳
"20/05/2021, 20:24",Namita,😂🙏
"20/05/2021, 20:24",Namita,Imagine of training the model on this data
"20/05/2021, 20:24",Prajwal,And for mock interview and case study also they will give exception for this..we need 15 assignments only..I get completed the case study and mock and still Not completed Microsoft..But I will do after completing all assignments and remaining self Casestudy
"20/05/2021, 20:25",Sherya,If it takes 6hrs to run the code then how is it possible to complete this in Google colab?
"20/05/2021, 20:25",Prajwal,Yes teja..what you said is right..I remembered those days
"20/05/2021, 20:25",Namita,Colab doesn't work go for GCP if u have strong internet
"20/05/2021, 20:26",Namita,Or else prefer local system if it can meet requirments
"20/05/2021, 20:26",Sherya,I have 4 gb ram 😅
"20/05/2021, 20:26",Namita,Go for gcp if u have credit card
"20/05/2021, 20:27",Prajwal,Use GCP if possible for you or else 25 GB ram notebook provided in that assignment itself for doing computations and need to do but of engineering here like taking features in batch wise and storing parallely
"20/05/2021, 20:27",Sandesh,It would have been better if this data would have been hosted somewhere and we could just stream the data. With this I am stuck at one point with permission denied and am not able to proceed further
"20/05/2021, 20:33",Namita,My suggestion is Better try this assignment after doing deep learning bcoz in DL assignments r more tuff and time consuming after doing those assignments u vl feel this a bit easy
"20/05/2021, 20:39",Krishan,"For the Clustering Assignment, can anyone share what best n_clusters they were getting?"
"20/05/2021, 20:40",Nagaraju,Which DL assignments are easy.
"20/05/2021, 20:41",Namita,"Apart from NLP attention mechanism,  image segmentation remaing are easy these two are super tuff"
"20/05/2021, 20:45",Namita,But as course progress on u vl understand the level of tuffness
"20/05/2021, 21:09",Prajwal,Nice suggestion teja..I too thinking to say this only..
"20/05/2021, 21:09",Nagaraju,Thanks a lot!!
"20/05/2021, 21:15",Naveen,Hey
"20/05/2021, 21:15",Naveen,You can use your GPU if you have it right
"20/05/2021, 21:18",Namita,No idea I guess v can access gpu only for deep learning that too nvedia but not sure
"20/05/2021, 21:22",Naveen,Yeah I use it for  deep learning models. For ml based models also you can change your training mode by tweaking code.
"20/05/2021, 21:24",Naveen,You need CUDA for nvidia
"20/05/2021, 21:24",Namita,https://stackoverflow.com/questions/41567895/will-scikit-learn-utilize-gpu
"20/05/2021, 22:05",Aniket,"Along with cuda makesure you have correct version of cudnn too... It's very imp , it's deep neural network library"
"20/05/2021, 23:13",Priyanka,<Media omitted>
"21/05/2021, 01:13",Sherya,There is no column named project_title in preprocessed_data.csv file in Donors Choose Dataset.
